Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
42,Travel_Rarely,1016,Research & Development,28,1,Life Sciences,1,1908,3,Male,94,1,2,Laboratory Technician,3,Divorced,5206.9,25148,2,Y,No,21,3,2,80,0,20,4,1,5,4,1,0,Yes
56,Travel_Rarely,598,Research & Development,5,4,Medical,1,1909,2,Female,40,1,1,Laboratory Technician,4,Divorced,3638.75,7834,3,Y,No,12,3,1,80,3,35,4,3,30,29,4,0,Yes
34,Travel_Rarely,1049,Research & Development,24,4,Medical,1,1910,2,Male,99,4,4,Manufacturing Director,3,Married,10057.63,11912,3,Y,No,11,3,2,80,3,15,5,1,7,3,6,2,No
38,Travel_Rarely,607,Sales,21,1,Medical,1,1911,4,Female,49,4,2,Sales Executive,4,Single,5353.0,5399,1,Y,No,15,3,2,80,1,16,3,1,9,2,3,2,No
39,Non-Travel,1427,Research & Development,18,3,Life Sciences,1,1912,4,Male,92,1,1,Healthcare Representative,1,Married,3092.34,23762,3,Y,No,23,4,4,80,0,21,6,2,18,12,5,9,Yes
51,Travel_Frequently,600,Research & Development,15,3,Medical,1,1913,2,Male,41,2,2,Laboratory Technician,4,Married,5906.46,20241,8,Y,Yes,13,4,4,80,2,33,2,4,11,10,6,8,Yes
36,Travel_Rarely,902,Research & Development,6,2,Medical,1,1914,2,Male,91,2,2,Manufacturing Director,4,Married,5359.02,9604,3,Y,Yes,21,3,4,80,2,14,5,3,12,9,8,6,Yes
39,Travel_Rarely,697,Research & Development,25,5,Marketing,1,1915,1,Male,71,3,3,Research Scientist,1,Single,7553.66,12957,0,Y,No,22,4,1,80,2,17,0,3,13,10,0,2,Yes
42,Travel_Rarely,265,Research & Development,29,2,Technical Degree,1,1916,4,Male,98,4,2,Manufacturing Director,2,Single,5333.76,9731,0,Y,No,17,3,3,80,3,21,3,2,10,4,9,10,No
38,Travel_Rarely,561,Sales,19,3,Life Sciences,1,1917,4,Male,87,4,3,Sales Executive,1,Married,7669.99,20780,0,Y,No,11,4,1,80,3,19,4,2,9,5,5,4,No
32,Travel_Rarely,1019,Research & Development,1,1,Life Sciences,1,1918,2,Male,34,4,1,Research Scientist,3,Single,2993.05,17808,4,Y,No,19,3,1,80,0,12,1,1,2,1,0,0,Yes
38,Travel_Rarely,213,Sales,1,2,Medical,1,1919,1,Male,56,3,2,Sales Executive,1,Married,5863.14,4261,5,Y,Yes,24,3,1,80,2,17,3,2,12,0,0,8,Yes
46,Travel_Rarely,1091,Sales,13,4,Medical,1,1920,2,Male,57,3,5,Sales Representative,3,Married,11483.61,13809,5,Y,No,12,3,1,80,2,25,3,3,17,13,7,8,No
27,Travel_Rarely,1479,Sales,3,4,Life Sciences,1,1921,2,Male,55,2,3,Sales Executive,2,Married,7117.84,19696,5,Y,Yes,18,3,4,80,3,6,4,3,2,2,1,1,No
38,Travel_Rarely,306,Research & Development,10,1,Marketing,1,1922,3,Male,78,1,1,Laboratory Technician,3,Single,3765.47,12056,8,Y,No,20,3,1,80,3,20,4,3,12,8,1,3,No
30,Non-Travel,1358,Research & Development,21,3,Human Resources,1,1923,4,Female,50,1,1,Research Scientist,1,Single,3117.36,20689,0,Y,No,14,3,4,80,2,8,2,1,7,1,5,5,Yes
47,Non-Travel,1478,Research & Development,3,4,Technical Degree,1,1924,1,Female,30,1,1,Laboratory Technician,1,Single,3139.46,23891,9,Y,Yes,16,4,3,80,2,28,5,4,13,0,6,6,Yes
23,Travel_Frequently,614,Research & Development,9,4,Life Sciences,1,1925,3,Female,87,2,3,Manufacturing Director,2,Single,6899.36,21125,5,Y,Yes,19,3,2,80,1,5,4,4,5,5,3,4,Yes
31,Travel_Rarely,1331,Research & Development,8,5,Technical Degree,1,1926,4,Male,84,1,3,Research Scientist,1,Married,6648.21,21720,7,Y,Yes,17,3,4,80,3,10,4,1,6,1,4,3,Yes
40,Travel_Frequently,808,Sales,3,2,Marketing,1,1927,2,Female,55,3,3,Sales Executive,2,Married,7767.14,25864,7,Y,Yes,25,3,1,80,0,21,4,3,11,9,8,9,Yes
51,Travel_Rarely,1248,Research & Development,25,3,Medical,1,1928,1,Female,54,3,2,Research Director,2,Single,6082.81,23543,2,Y,No,18,3,3,80,0,33,5,3,3,0,2,1,No
36,Travel_Frequently,237,Research & Development,13,2,Medical,1,1929,4,Female,62,4,3,Manufacturing Director,1,Single,7274.7,2997,4,Y,Yes,25,3,1,80,2,16,1,1,15,15,9,7,Yes
32,Travel_Rarely,438,Research & Development,6,3,Marketing,1,1930,2,Male,98,1,2,Healthcare Representative,4,Single,5100.76,17155,9,Y,Yes,17,3,3,80,3,11,3,1,2,0,0,0,Yes
53,Travel_Frequently,636,Research & Development,13,4,Medical,1,1931,3,Female,35,3,1,Laboratory Technician,3,Divorced,2593.85,8353,3,Y,Yes,12,3,2,80,0,35,3,2,9,5,7,0,Yes
23,Travel_Rarely,167,Research & Development,23,5,Life Sciences,1,1932,1,Female,52,4,2,Research Scientist,4,Married,4413.32,20703,0,Y,No,19,3,3,80,3,5,4,1,4,0,0,2,Yes
18,Travel_Frequently,482,Sales,20,2,Medical,1,1933,4,Female,59,1,5,Sales Executive,2,Divorced,11863.37,5207,8,Y,No,25,3,3,80,2,0,6,4,0,0,0,0,Yes
40,Non-Travel,118,Sales,20,4,Medical,1,1934,3,Male,83,1,3,Sales Executive,3,Divorced,6513.0,11275,4,Y,Yes,11,3,2,80,2,20,6,1,15,0,7,7,Yes
32,Travel_Rarely,782,Sales,12,3,Life Sciences,1,1935,2,Male,40,3,2,Sales Executive,4,Married,4928.03,21965,1,Y,No,24,3,2,80,2,10,5,3,0,0,0,0,No
27,Travel_Rarely,173,Sales,13,2,Technical Degree,1,1936,2,Male,60,4,2,Sales Executive,1,Married,5641.72,17874,1,Y,No,12,3,3,80,3,7,2,3,4,3,0,0,No
43,Non-Travel,672,Sales,2,2,Medical,1,1937,4,Male,35,4,4,Sales Executive,4,Single,9544.85,5086,6,Y,No,13,4,1,80,0,22,4,3,12,11,9,8,No
39,Travel_Rarely,1038,Research & Development,21,4,Medical,1,1938,2,Female,40,3,2,Laboratory Technician,3,Married,5662.35,17973,3,Y,No,13,4,4,80,1,17,5,4,12,11,12,3,No
31,Travel_Frequently,1399,Sales,24,2,Life Sciences,1,1939,1,Male,41,3,1,Sales Representative,3,Single,3503.46,25550,0,Y,Yes,24,3,1,80,0,13,5,4,2,2,0,1,Yes
25,Travel_Rarely,1171,Research & Development,23,5,Medical,1,1940,4,Male,95,3,5,Research Scientist,3,Divorced,11321.54,19105,4,Y,No,20,3,4,80,3,5,2,2,0,0,0,0,Yes
44,Travel_Rarely,310,Research & Development,16,5,Life Sciences,1,1941,3,Male,82,1,4,Laboratory Technician,3,Single,8931.07,16870,1,Y,No,14,3,2,80,0,24,5,1,18,5,17,3,Yes
42,Travel_Rarely,954,Research & Development,23,4,Life Sciences,1,1942,4,Male,65,3,1,Healthcare Representative,4,Married,3182.93,3154,6,Y,No,15,3,1,80,1,20,3,2,4,3,0,0,Yes
36,Travel_Rarely,750,Research & Development,6,3,Medical,1,1943,4,Male,46,3,2,Research Scientist,1,Single,5355.48,18029,8,Y,Yes,16,3,2,80,0,18,2,1,4,2,0,3,Yes
53,Travel_Frequently,1093,Research & Development,19,4,Medical,1,1944,3,Female,57,2,2,Laboratory Technician,1,Divorced,4554.83,9167,0,Y,No,11,3,3,80,1,33,2,1,23,15,14,19,Yes
27,Travel_Rarely,794,Research & Development,21,5,Medical,1,1945,2,Male,51,3,1,Research Director,3,Single,3106.83,2016,1,Y,No,24,3,3,80,3,5,0,4,2,0,2,2,No
23,Travel_Rarely,639,Research & Development,13,1,Life Sciences,1,1946,3,Male,36,3,5,Healthcare Representative,1,Married,11313.89,9097,5,Y,Yes,23,3,1,80,2,3,2,3,0,0,0,0,Yes
30,Travel_Rarely,1314,Sales,17,1,Medical,1,1947,1,Male,44,1,2,Sales Executive,4,Married,5155.52,15165,7,Y,Yes,18,3,2,80,1,12,2,1,6,5,3,5,Yes
36,Travel_Rarely,1438,Research & Development,23,2,Life Sciences,1,1948,2,Male,40,4,4,Research Scientist,1,Married,9328.72,20616,6,Y,No,16,3,1,80,3,18,1,4,2,2,1,2,Yes
39,Travel_Frequently,1000,Research & Development,9,2,Human Resources,1,1949,4,Male,53,1,1,Research Scientist,2,Married,3834.36,13654,8,Y,No,20,3,1,80,2,20,3,2,3,2,2,0,Yes
34,Non-Travel,879,Research & Development,17,1,Medical,1,1950,2,Female,96,2,2,Laboratory Technician,1,Divorced,5895.74,19830,1,Y,No,19,3,4,80,1,12,4,3,2,1,1,2,No
40,Travel_Rarely,1236,Research & Development,29,5,Medical,1,1951,2,Female,59,3,1,Laboratory Technician,3,Single,4255.68,18205,8,Y,No,15,3,3,80,2,19,0,2,19,5,10,19,No
25,Travel_Frequently,269,Sales,2,2,Life Sciences,1,1952,1,Female,99,3,3,Sales Executive,1,Divorced,6746.05,11657,3,Y,No,17,3,1,80,0,5,2,2,2,1,2,1,Yes
49,Travel_Frequently,1137,Research & Development,19,4,Life Sciences,1,1953,2,Female,95,3,2,Research Scientist,1,Married,5289.63,13959,2,Y,Yes,21,4,3,80,3,31,1,4,17,11,15,2,Yes
36,Travel_Rarely,387,Research & Development,19,4,Other,1,1954,2,Male,90,3,2,Research Scientist,1,Divorced,6113.79,24158,6,Y,No,14,3,4,80,3,16,1,3,2,0,2,1,No
47,Non-Travel,288,Sales,24,5,Life Sciences,1,1955,2,Female,70,3,1,Sales Executive,1,Married,2627.13,13819,4,Y,No,16,4,2,80,3,27,5,1,6,3,4,4,Yes
40,Travel_Rarely,1013,Sales,7,2,Medical,1,1956,4,Female,80,3,1,Sales Executive,2,Married,2911.89,5083,4,Y,No,16,3,1,80,3,19,4,2,0,0,0,0,Yes
41,Travel_Rarely,1278,Research & Development,22,4,Medical,1,1957,2,Female,73,2,1,Laboratory Technician,4,Divorced,3192.13,11735,1,Y,Yes,23,4,3,80,1,23,4,1,18,11,0,10,Yes
42,Travel_Frequently,793,Sales,10,2,Life Sciences,1,1958,3,Male,42,3,1,Sales Executive,3,Married,4522.16,8952,5,Y,Yes,14,3,1,80,0,23,6,3,17,14,17,15,No
41,Travel_Rarely,987,Research & Development,10,2,Marketing,1,1959,2,Female,41,3,2,Research Scientist,3,Married,5012.73,16637,5,Y,Yes,16,3,2,80,2,19,3,4,1,0,1,0,Yes
42,Travel_Frequently,570,Research & Development,27,4,Medical,1,1960,1,Female,38,3,2,Research Scientist,1,Single,6041.91,11463,3,Y,No,18,3,1,80,3,22,6,4,11,0,11,6,Yes
48,Travel_Frequently,1198,Research & Development,20,1,Life Sciences,1,1961,2,Female,77,2,2,Research Scientist,4,Single,5486.05,7391,4,Y,No,21,3,1,80,3,27,5,4,16,10,16,4,No
38,Travel_Rarely,376,Sales,9,4,Life Sciences,1,1962,2,Male,78,3,2,Sales Executive,1,Married,4926.77,16468,6,Y,Yes,15,3,3,80,1,17,2,1,2,0,2,0,Yes
43,Travel_Frequently,1039,Research & Development,17,5,Life Sciences,1,1963,4,Female,82,2,1,Research Scientist,2,Married,4899.91,17091,7,Y,No,12,3,2,80,1,21,1,1,11,3,11,0,Yes
36,Travel_Rarely,1466,Research & Development,27,3,Technical Degree,1,1964,3,Female,85,1,1,Research Scientist,4,Married,3597.32,16964,5,Y,No,19,3,4,80,1,14,0,3,11,0,7,7,No
49,Travel_Rarely,670,Research & Development,15,4,Medical,1,1965,2,Female,69,3,1,Research Scientist,4,Single,3688.1,10964,4,Y,No,21,3,2,80,0,31,3,1,24,19,19,9,No
30,Travel_Rarely,956,Research & Development,2,2,Life Sciences,1,1966,3,Male,53,4,3,Research Scientist,4,Married,7767.25,9914,2,Y,No,14,3,2,80,2,10,2,4,5,2,1,1,No
53,Non-Travel,1100,Research & Development,4,2,Life Sciences,1,1967,1,Female,62,2,2,Laboratory Technician,4,Married,5728.48,16476,6,Y,Yes,14,3,4,80,0,33,5,2,29,27,5,15,Yes
36,Travel_Rarely,1305,Human Resources,19,4,Medical,1,1968,4,Male,52,1,1,Human Resources,1,Married,4576.04,18866,7,Y,Yes,21,3,1,80,3,14,4,2,5,2,3,1,Yes
24,Travel_Rarely,557,Research & Development,17,3,Medical,1,1969,3,Male,83,2,1,Research Scientist,2,Divorced,4392.97,24065,2,Y,No,17,3,3,80,1,5,5,2,1,1,0,0,Yes
38,Travel_Rarely,1017,Research & Development,5,4,Medical,1,1970,4,Male,82,2,4,Laboratory Technician,4,Married,9034.2,9437,4,Y,No,20,3,1,80,3,18,2,4,5,3,0,0,No
30,Travel_Frequently,932,Sales,7,3,Life Sciences,1,1971,2,Female,78,1,3,Sales Executive,3,Single,8509.36,13371,1,Y,Yes,24,3,1,80,2,9,5,1,1,1,0,0,Yes
44,Travel_Rarely,1187,Research & Development,18,3,Life Sciences,1,1972,1,Male,78,3,3,Laboratory Technician,3,Divorced,7149.93,11773,9,Y,No,20,4,4,80,2,22,4,2,10,0,2,5,No
31,Travel_Rarely,938,Research & Development,21,5,Medical,1,1973,4,Male,89,3,2,Healthcare Representative,2,Married,5661.12,7203,9,Y,No,16,3,4,80,0,11,2,1,9,9,6,0,Yes
32,Travel_Rarely,1383,Research & Development,22,2,Other,1,1974,2,Female,94,2,1,Research Scientist,3,Married,2774.24,21745,3,Y,No,24,3,1,80,0,14,0,1,9,7,3,8,Yes
19,Travel_Rarely,292,Research & Development,27,2,Life Sciences,1,1975,3,Female,61,1,5,Laboratory Technician,1,Single,12018.3,17430,3,Y,Yes,14,3,2,80,1,0,6,4,0,0,0,0,Yes
32,Travel_Frequently,715,Research & Development,7,3,Medical,1,1976,1,Male,50,3,3,Healthcare Representative,1,Married,7346.32,14462,7,Y,No,16,3,3,80,1,11,3,1,7,2,2,5,Yes
18,Travel_Rarely,505,Research & Development,17,2,Medical,1,1977,1,Female,47,2,1,Manufacturing Director,2,Single,2925.26,24331,2,Y,No,13,3,2,80,3,0,5,1,0,0,0,0,Yes
22,Travel_Rarely,1042,Research & Development,7,1,Medical,1,1978,3,Female,89,4,3,Research Scientist,4,Married,8094.25,11033,4,Y,No,17,3,1,80,1,0,4,4,0,0,0,0,No
43,Non-Travel,820,Research & Development,4,3,Life Sciences,1,1979,3,Male,42,1,3,Research Scientist,3,Single,8218.1,21918,4,Y,No,16,3,1,80,1,21,0,3,21,14,16,17,No
44,Travel_Rarely,192,Sales,8,2,Marketing,1,1980,1,Male,53,4,1,Sales Executive,3,Single,4235.05,20256,1,Y,No,13,4,3,80,3,24,1,2,12,2,1,9,No
40,Non-Travel,529,Sales,13,1,Medical,1,1981,4,Male,59,4,2,Sales Executive,2,Single,4738.52,17754,8,Y,No,11,3,2,80,2,22,0,2,18,6,16,17,No
28,Travel_Rarely,753,Sales,4,5,Medical,1,1982,1,Male,31,2,1,Sales Executive,2,Single,4286.77,25642,3,Y,No,22,3,1,80,1,6,0,1,1,1,1,0,Yes
36,Travel_Frequently,533,Sales,6,2,Life Sciences,1,1983,3,Male,54,1,1,Sales Executive,3,Single,3349.74,24366,8,Y,No,20,3,1,80,1,15,0,3,8,2,8,6,Yes
36,Travel_Rarely,1235,Research & Development,25,1,Life Sciences,1,1984,4,Female,79,3,3,Laboratory Technician,4,Married,8525.75,21889,8,Y,No,15,3,4,80,3,18,4,4,17,14,9,11,No
26,Travel_Rarely,474,Sales,5,4,Life Sciences,1,1985,2,Female,43,3,1,Sales Executive,2,Single,3812.48,5320,1,Y,Yes,20,3,3,80,3,6,1,1,6,3,2,2,Yes
50,Travel_Frequently,1182,Research & Development,12,4,Marketing,1,1986,1,Male,35,2,3,Laboratory Technician,1,Married,7625.67,16979,8,Y,No,12,3,4,80,3,31,3,4,2,2,0,0,Yes
44,Travel_Frequently,1166,Sales,4,1,Life Sciences,1,1987,3,Male,59,3,5,Sales Representative,3,Single,11504.26,4728,8,Y,No,17,3,4,80,3,22,0,2,11,9,4,11,No
35,Travel_Frequently,306,Research & Development,24,3,Medical,1,1988,2,Male,59,3,1,Manufacturing Director,2,Divorced,3493.17,19338,1,Y,No,23,3,4,80,3,16,4,4,14,12,8,8,Yes
37,Travel_Rarely,879,Research & Development,29,3,Life Sciences,1,1989,1,Male,67,4,2,Research Scientist,2,Divorced,5160.24,3595,5,Y,No,17,3,1,80,1,15,4,2,5,5,2,2,Yes
38,Travel_Frequently,1419,Sales,9,2,Medical,1,1990,1,Male,87,4,3,Sales Executive,2,Single,6965.97,4288,8,Y,Yes,14,3,2,80,0,18,3,4,12,6,9,7,Yes
18,Travel_Frequently,1241,Sales,4,4,Medical,1,1991,4,Female,70,1,3,Sales Executive,3,Married,7318.67,8845,3,Y,No,16,4,4,80,0,0,6,4,0,0,0,0,Yes
34,Travel_Rarely,631,Research & Development,19,3,Life Sciences,1,1992,3,Female,86,4,3,Laboratory Technician,1,Single,8095.44,9663,1,Y,No,11,4,2,80,0,14,2,3,5,0,5,1,Yes
30,Travel_Frequently,1345,Sales,24,3,Life Sciences,1,1993,2,Male,65,3,1,Manager,1,Divorced,2801.69,25320,6,Y,No,12,3,1,80,1,10,1,4,7,1,7,6,Yes
27,Travel_Frequently,265,Research & Development,14,4,Life Sciences,1,1994,1,Female,93,1,2,Healthcare Representative,3,Married,6170.33,19127,8,Y,No,25,3,4,80,2,9,1,1,2,0,2,1,Yes
34,Travel_Rarely,742,Research & Development,5,5,Medical,1,1995,4,Male,45,1,2,Laboratory Technician,2,Single,5571.69,19878,5,Y,No,16,3,1,80,1,16,5,3,15,7,1,2,No
53,Travel_Rarely,1279,Research & Development,18,3,Medical,1,1996,2,Female,43,2,5,Research Scientist,3,Single,11890.74,24990,3,Y,No,12,3,4,80,0,31,0,1,17,2,6,17,Yes
42,Travel_Rarely,1307,Research & Development,10,1,Life Sciences,1,1997,2,Male,60,4,1,Research Scientist,3,Single,3916.58,8944,0,Y,No,22,3,4,80,0,24,2,4,23,20,20,8,No
31,Travel_Rarely,189,Sales,25,2,Medical,1,1998,1,Male,95,1,4,Sales Executive,2,Married,9964.17,14302,3,Y,No,22,3,1,80,3,9,6,4,0,0,0,0,Yes
42,Travel_Rarely,1217,Sales,19,3,Life Sciences,1,1999,2,Female,97,3,1,Sales Executive,3,Married,3511.2,25592,2,Y,No,21,3,3,80,3,24,1,3,17,17,0,3,No
49,Travel_Rarely,112,Sales,12,3,Life Sciences,1,2000,1,Male,94,1,5,Sales Executive,4,Married,11526.17,12180,6,Y,No,14,4,3,80,3,31,6,2,9,3,0,9,No
45,Travel_Rarely,1072,Research & Development,18,5,Life Sciences,1,2001,4,Female,84,1,3,Research Scientist,1,Married,7947.05,2207,9,Y,No,14,3,2,80,1,27,5,3,16,1,14,12,Yes
37,Travel_Rarely,904,Sales,17,1,Technical Degree,1,2002,4,Male,69,2,2,Sales Executive,4,Single,4979.35,3083,4,Y,No,20,3,2,80,2,16,0,2,15,15,8,6,No
31,Travel_Rarely,1044,Research & Development,24,2,Life Sciences,1,2003,2,Male,54,3,2,Research Scientist,4,Single,4902.77,20796,2,Y,No,19,3,1,80,2,11,2,2,4,4,4,3,No
43,Travel_Frequently,841,Sales,11,3,Life Sciences,1,2004,1,Male,54,3,1,Manager,4,Single,3267.66,5311,1,Y,Yes,25,4,1,80,3,22,4,4,1,1,1,0,Yes
40,Non-Travel,975,Research & Development,3,2,Life Sciences,1,2005,3,Male,32,4,1,Laboratory Technician,3,Divorced,3644.05,25135,1,Y,Yes,20,3,1,80,2,22,0,1,19,14,0,8,Yes
45,Travel_Rarely,1273,Research & Development,23,4,Life Sciences,1,2006,4,Female,98,3,1,Research Scientist,2,Single,4460.44,10588,4,Y,No,17,4,3,80,0,27,2,3,3,1,3,0,Yes
42,Non-Travel,759,Sales,17,3,Medical,1,2007,1,Male,55,1,1,Sales Executive,3,Married,3523.99,18592,7,Y,No,24,3,3,80,0,21,3,3,10,1,9,8,Yes
46,Travel_Rarely,1131,Research & Development,1,3,Life Sciences,1,2008,1,Female,69,3,1,Laboratory Technician,1,Single,4500.08,15444,7,Y,No,17,3,4,80,3,24,1,4,6,1,4,1,Yes
32,Travel_Rarely,1152,Research & Development,15,4,Life Sciences,1,2009,1,Female,67,3,3,Research Scientist,3,Single,7757.73,25932,4,Y,No,22,3,4,80,3,12,6,4,0,0,0,0,Yes
48,Travel_Rarely,395,Research & Development,28,5,Medical,1,2010,2,Female,67,1,2,Laboratory Technician,3,Married,5273.27,21040,1,Y,No,21,3,1,80,3,26,0,3,24,12,23,2,No
38,Travel_Rarely,1085,Research & Development,9,3,Life Sciences,1,2011,3,Male,97,2,1,Manufacturing Director,3,Married,4073.53,7850,3,Y,No,11,3,1,80,2,18,5,3,18,14,2,9,No
55,Travel_Frequently,1025,Research & Development,15,2,Marketing,1,2012,2,Female,36,4,4,Laboratory Technician,3,Married,9378.57,20820,6,Y,No,21,3,2,80,1,36,4,1,20,5,13,8,Yes
30,Travel_Frequently,739,Research & Development,28,1,Medical,1,2013,4,Male,59,4,2,Laboratory Technician,4,Married,5625.6,14719,5,Y,No,15,4,3,80,3,10,5,4,3,1,3,2,No
52,Travel_Rarely,439,Research & Development,24,2,Life Sciences,1,2014,2,Male,48,2,5,Laboratory Technician,2,Married,10831.81,23777,9,Y,No,13,3,1,80,2,30,6,1,24,5,14,13,Yes
38,Travel_Rarely,727,Research & Development,28,5,Medical,1,2015,1,Male,64,1,3,Healthcare Representative,1,Single,6745.67,18517,6,Y,Yes,13,3,3,80,3,18,0,4,0,0,0,0,Yes
31,Travel_Rarely,538,Sales,29,1,Life Sciences,1,2016,2,Male,62,4,1,Sales Representative,1,Married,3776.83,25617,4,Y,No,16,3,1,80,1,12,1,4,6,6,3,5,No
32,Travel_Rarely,1267,Research & Development,3,2,Medical,1,2017,1,Male,62,2,2,Laboratory Technician,1,Married,6051.86,19022,1,Y,Yes,14,3,4,80,3,13,1,1,9,5,9,2,Yes
34,Travel_Rarely,1041,Sales,22,2,Medical,1,2018,3,Female,67,2,2,Sales Executive,3,Single,6472.83,3228,7,Y,No,18,3,1,80,0,16,2,2,15,7,4,10,No
40,Travel_Rarely,929,Sales,27,4,Life Sciences,1,2019,2,Male,39,2,1,Sales Executive,1,Married,3095.31,6019,1,Y,Yes,24,3,4,80,3,21,5,2,16,9,10,13,Yes
41,Travel_Frequently,618,Research & Development,19,5,Medical,1,2020,2,Male,86,4,1,Research Scientist,4,Single,4231.87,11482,7,Y,No,14,3,2,80,0,20,5,2,4,4,1,1,No
31,Non-Travel,1075,Sales,13,4,Technical Degree,1,2021,2,Female,57,4,1,Sales Executive,2,Single,4157.22,16105,6,Y,Yes,18,3,2,80,0,9,4,4,5,0,4,1,No
36,Travel_Rarely,1168,Sales,12,1,Human Resources,1,2022,1,Male,67,4,1,Sales Executive,3,Married,3254.42,20580,2,Y,Yes,24,3,2,80,2,15,6,1,6,2,2,2,Yes
56,Non-Travel,1054,Human Resources,20,4,Medical,1,2023,1,Male,45,4,2,Human Resources,3,Divorced,6194.04,11895,3,Y,No,22,3,1,80,2,35,2,2,12,2,9,11,No
52,Travel_Rarely,1362,Research & Development,1,5,Medical,1,2024,2,Male,50,3,2,Research Scientist,4,Divorced,5972.11,16135,6,Y,Yes,25,3,2,80,0,30,4,3,29,28,2,17,No
40,Travel_Rarely,1051,Research & Development,21,3,Life Sciences,1,2025,2,Female,35,2,1,Research Scientist,1,Single,4071.09,18245,3,Y,Yes,22,3,1,80,0,19,0,2,6,5,5,1,Yes
37,Travel_Rarely,1043,Research & Development,17,3,Life Sciences,1,2026,3,Male,70,3,3,Laboratory Technician,3,Married,8583.68,12387,8,Y,No,14,4,3,80,3,16,0,1,14,2,0,9,Yes
38,Travel_Rarely,254,Research & Development,13,1,Medical,1,2027,3,Male,44,2,2,Healthcare Representative,3,Married,6050.33,19359,6,Y,Yes,13,3,4,80,3,17,5,4,16,12,8,1,No
42,Non-Travel,1304,Research & Development,1,3,Life Sciences,1,2028,4,Male,32,4,1,Laboratory Technician,4,Single,2431.55,16904,0,Y,Yes,15,4,3,80,0,23,6,1,22,9,11,18,Yes
27,Travel_Rarely,1338,Research & Development,10,4,Technical Degree,1,2029,3,Female,72,4,1,Laboratory Technician,4,Married,3661.28,8121,0,Y,Yes,22,3,1,80,2,5,2,4,2,2,2,0,Yes
34,Travel_Rarely,187,Sales,15,1,Life Sciences,1,2030,3,Female,76,3,1,Sales Executive,1,Married,2716.6,3028,3,Y,No,23,3,2,80,3,12,6,1,2,1,2,2,Yes
21,Travel_Rarely,1379,Human Resources,27,5,Life Sciences,1,2031,3,Female,43,1,2,Human Resources,2,Divorced,5575.73,18909,8,Y,No,15,3,4,80,3,0,3,1,0,0,0,0,Yes
40,Travel_Rarely,1196,Research & Development,27,1,Life Sciences,1,2032,1,Male,95,4,1,Laboratory Technician,2,Single,3546.81,4327,3,Y,No,20,3,2,80,3,19,1,3,4,1,4,1,Yes
42,Travel_Frequently,1030,Research & Development,7,1,Marketing,1,2033,3,Male,58,1,2,Laboratory Technician,1,Single,5208.15,20930,4,Y,No,20,3,3,80,2,23,6,2,9,5,3,6,No
32,Travel_Rarely,278,Research & Development,28,2,Medical,1,2034,3,Male,33,2,2,Laboratory Technician,2,Divorced,4986.2,19219,0,Y,Yes,11,4,1,80,0,10,2,2,4,3,2,0,Yes
51,Travel_Rarely,311,Sales,22,2,Medical,1,2035,2,Male,55,3,2,Sales Executive,4,Married,5234.83,4483,1,Y,No,25,3,4,80,3,31,6,1,23,3,5,22,No
25,Travel_Rarely,1357,Sales,18,1,Life Sciences,1,2036,1,Male,41,1,1,Sales Executive,4,Divorced,3331.42,4734,3,Y,No,18,3,4,80,2,3,2,2,2,1,2,0,Yes
23,Travel_Rarely,564,Research & Development,16,3,Marketing,1,2037,4,Male,31,1,1,Research Scientist,4,Single,3434.15,11730,3,Y,No,18,3,1,80,2,5,0,3,5,3,5,0,Yes
39,Travel_Rarely,1346,Research & Development,14,2,Life Sciences,1,2038,4,Male,46,4,2,Research Scientist,2,Married,5552.72,12102,9,Y,No,18,3,1,80,2,19,1,1,13,5,4,6,No
46,Travel_Rarely,730,Research & Development,27,5,Technical Degree,1,2039,3,Female,64,1,4,Healthcare Representative,2,Married,9792.63,9304,5,Y,No,24,3,4,80,2,24,6,2,22,14,10,19,Yes
52,Travel_Rarely,924,Research & Development,28,4,Medical,1,2040,4,Male,39,1,3,Research Scientist,3,Single,7343.72,6049,5,Y,Yes,20,4,3,80,3,31,6,2,14,8,12,5,Yes
32,Travel_Frequently,1387,Research & Development,18,2,Life Sciences,1,2041,4,Female,72,2,2,Research Scientist,3,Married,6139.82,16947,7,Y,No,14,3,3,80,0,10,6,4,4,4,1,0,No
46,Travel_Frequently,1330,Sales,27,1,Medical,1,2042,4,Male,50,3,2,Sales Executive,3,Married,5480.88,11495,8,Y,No,23,4,2,80,0,27,2,2,4,3,3,1,No
36,Travel_Frequently,706,Human Resources,7,3,Medical,1,2043,3,Male,44,4,2,Human Resources,2,Single,5962.25,2392,0,Y,No,24,3,4,80,2,17,6,2,3,3,0,1,Yes
35,Travel_Rarely,984,Sales,17,4,Life Sciences,1,2044,4,Male,64,4,4,Sales Representative,3,Single,9347.76,13776,0,Y,No,19,3,1,80,0,13,0,4,13,6,8,13,No
